user_id,first_name,last_name,gender,age,disability,budget_per_night,is_married,have_kids,purpose_travel
132,Jannel,Pettwood,Female,22,FAUX,194.552,FAUX,FAUX,Business
133,Winifield,Williment,Male,34,FAUX,233.766,FAUX,FAUX,Business
134,Obed,Ciccarello,Male,28,FAUX,223.92,FAUX,FAUX,Business
135,Tudor,Walsham,Male,89,VRAI,100.296,VRAI,VRAI,Leisure
136,Madelaine,Burd,Female,55,VRAI,242.504,VRAI,VRAI,Leisure
137,Dale,Goldstone,Male,54,FAUX,234.12,VRAI,FAUX,Leisure
138,Ricardo,Lerner,Male,49,FAUX,395.77,VRAI,FAUX,Business
139,Allie,Woodham,Female,55,FAUX,175.52,VRAI,VRAI,Business
140,Louie,Sherrell,Male,28,FAUX,96.112,FAUX,FAUX,Business
141,Ethan,Peplay,Male,33,FAUX,205.656,FAUX,VRAI,Leisure
142,Beauregard,Capaldi,Male,31,FAUX,197.183,FAUX,FAUX,Business
143,Reube,Jacobbe,Male,85,FAUX,150.605,VRAI,VRAI,Leisure
144,Daisi,Buessen,Female,45,VRAI,335.8,VRAI,VRAI,Leisure
145,Arlin,Sinnatt,Male,45,FAUX,249.894,VRAI,VRAI,Business
146,Tiena,Kirkam,Female,56,FAUX,368.442,VRAI,VRAI,Business
147,Hart,Axon,Male,94,FAUX,107.204,VRAI,VRAI,Leisure
148,Judi,Landre,Female,84,FAUX,180.565,VRAI,VRAI,Business
149,Tudor,Hiscoke,Male,26,FAUX,110.82,FAUX,FAUX,Business
150,Emmet,Glasscoo,Male,38,FAUX,126.785,FAUX,FAUX,Business
151,Daveta,Brugemann,Female,46,VRAI,245.145,VRAI,FAUX,Leisure
152,Paulo,Diglin,Male,22,FAUX,164.759,FAUX,FAUX,Business
153,Darelle,Isbell,Female,80,FAUX,258.31,VRAI,VRAI,Business
154,Heath,Gatiss,Female,36,FAUX,130.56,FAUX,FAUX,Leisure
155,Shanna,Dametti,Female,49,FAUX,276.056,VRAI,VRAI,Business
156,Thibaut,Harty,Male,52,VRAI,357.52,FAUX,FAUX,Business
157,Octavia,Allnatt,Female,20,FAUX,99.955,FAUX,FAUX,Leisure
158,Iris,Switland,Female,36,FAUX,152.32,VRAI,VRAI,Leisure
159,Domenico,Copson,Male,62,FAUX,348.016,VRAI,FAUX,Business
160,Cinda,Lowensohn,Female,100,VRAI,104.144,VRAI,FAUX,Leisure
161,Daveta,Giberd,Female,58,FAUX,187.248,VRAI,VRAI,Business
162,Klarrisa,Battabee,Female,25,FAUX,260.86,FAUX,FAUX,Leisure
163,Giovanna,Birkinshaw,Female,76,FAUX,141.75,VRAI,VRAI,Business
164,Kristal,Farres,Female,87,VRAI,151.039,VRAI,VRAI,Leisure
165,Rolf,Mathison,Male,24,FAUX,180.11,FAUX,FAUX,Business
166,Gene,Lombard,Female,24,VRAI,152.887,FAUX,FAUX,Leisure
167,Templeton,Sandaver,Male,98,VRAI,127.8,VRAI,VRAI,Leisure
168,Lark,McSparran,Female,53,FAUX,475.07,VRAI,VRAI,Leisure
169,Simmonds,Byway,Male,52,FAUX,319.544,VRAI,VRAI,Business
170,Salmon,Cheales,Male,96,FAUX,113.99,VRAI,VRAI,Business
171,Jade,Fontenot,Female,39,FAUX,108.8,VRAI,VRAI,Business
172,Nadeen,Darrach,Female,52,VRAI,279.936,VRAI,FAUX,Leisure
173,Chrysa,Deeming,Female,26,FAUX,87.145,FAUX,FAUX,Leisure
174,Llywellyn,Tume,Male,23,FAUX,84.564,FAUX,FAUX,Leisure
175,Anthe,Willson,Female,97,FAUX,175.832,VRAI,VRAI,Leisure
176,Miof mela,Alderwick,Female,47,FAUX,231.096,VRAI,VRAI,Leisure
177,Genna,Sankey,Female,35,FAUX,108.8,FAUX,FAUX,Business
178,Bernette,Deluce,Female,41,FAUX,331.704,VRAI,VRAI,Leisure
179,Andris,Brocklehurst,Male,50,FAUX,187.488,VRAI,VRAI,Leisure
180,Merwyn,Dibbs,Male,46,FAUX,272.88,VRAI,VRAI,Leisure
181,Stephani,Coursor,Female,49,FAUX,256.362,VRAI,VRAI,Leisure
182,Haley,MacGill,Female,57,FAUX,159.245,VRAI,VRAI,Business
183,Wolf,Woodcraft,Male,30,FAUX,140.47,VRAI,VRAI,Business
184,Giustina,Dows,Female,89,VRAI,96.392,VRAI,VRAI,Leisure
185,Eugine,Kernock,Female,61,FAUX,489.49,VRAI,FAUX,Leisure
186,Burg,Rowlands,Male,63,FAUX,423.972,VRAI,VRAI,Business
187,Tybalt,Gianilli,Male,90,VRAI,218.544,VRAI,VRAI,Leisure
188,Rhea,Tzuker,Female,44,FAUX,122.504,VRAI,VRAI,Business
189,Rowland,Marcq,Male,26,VRAI,109.45,FAUX,FAUX,Leisure
190,Guilbert,Jenks,Male,63,FAUX,180.414,VRAI,VRAI,Business
191,Abbie,Shefton,Male,26,VRAI,150.36,VRAI,FAUX,Business
192,Duffie,Wellbank,Male,31,VRAI,249.55,FAUX,FAUX,Leisure
193,Philippe,Gregorace,Female,62,FAUX,185.74,VRAI,FAUX,Leisure
194,Lorri,Ritchard,Female,21,FAUX,109.815,FAUX,FAUX,Leisure
195,Breena,Bierton,Female,50,FAUX,147.364,VRAI,FAUX,Business
196,Sherline,Goracci,Female,20,FAUX,160.762,FAUX,FAUX,Leisure
197,Edan,Frary,Male,99,FAUX,143.15,VRAI,FAUX,Business
198,Vevay,Hayball,Female,33,VRAI,87.04,FAUX,FAUX,Leisure
199,Cleavland,Jina,Male,31,FAUX,263.928,FAUX,FAUX,Leisure
200,Lamont,Guerro,Male,91,VRAI,223.69,VRAI,VRAI,Leisure
201,Valentin,Durward,Male,78,FAUX,163.59,VRAI,VRAI,Leisure
202,Janela,Durdle,Female,46,FAUX,243.472,VRAI,FAUX,Leisure
203,Selinda,Dutt,Female,86,VRAI,249.84,FAUX,FAUX,Business
204,Chrisse,Chaloner,Male,48,FAUX,270.592,VRAI,FAUX,Business
205,Tiffy,Keddy,Female,74,FAUX,120.745,FAUX,FAUX,Business
206,Karen,De Mitri,Female,59,FAUX,283.984,VRAI,VRAI,Business
207,Baxter,Cockley,Male,83,FAUX,271.04,VRAI,FAUX,Business
208,Dermot,Jirieck,Male,61,FAUX,248.73,VRAI,FAUX,Leisure
209,Natalee,Overbury,Female,37,FAUX,130.56,VRAI,VRAI,Business
210,Nikos,Feast,Male,40,FAUX,246.21,VRAI,VRAI,Business
211,Nesta,Scanes,Female,35,FAUX,174.08,VRAI,VRAI,Business
212,Dasha,Worling,Female,34,VRAI,174.08,FAUX,FAUX,Leisure
213,Fowler,Lavis,Male,76,FAUX,164.08,VRAI,VRAI,Business
214,Andrei,Carnilian,Female,80,FAUX,106.496,VRAI,VRAI,Business
215,Loydie,Sartin,Male,34,VRAI,187.012,VRAI,VRAI,Leisure
216,Purcell,Ormesher,Male,86,VRAI,221.744,VRAI,FAUX,Business
217,Mariann,Demeter,Female,35,FAUX,174.08,FAUX,FAUX,Business
218,Chandra,Oldacres,Female,27,FAUX,119.034,FAUX,FAUX,Business
219,Emmy,Matthews,Male,41,FAUX,445.22,VRAI,VRAI,Business
220,Claribel,Royste,Female,74,FAUX,81.828,VRAI,FAUX,Business
221,Tadeo,Druery,Male,22,FAUX,91.63,FAUX,FAUX,Leisure
222,Dick,Van den Broek,Male,18,FAUX,112.64,FAUX,FAUX,Leisure
223,Cchaddie,Berthomieu,Male,76,FAUX,119.18,VRAI,VRAI,Leisure
224,Donielle,Winger,Female,55,VRAI,225.42,FAUX,FAUX,Business
225,Noak,Jemmett,Male,28,FAUX,165.069,VRAI,VRAI,Business
226,Neysa,Fishbourne,Female,43,VRAI,300.496,VRAI,VRAI,Leisure
227,Kylie,Barbey,Female,43,FAUX,446.841,VRAI,VRAI,Leisure
228,Tiff,Cino,Female,53,FAUX,260.85,FAUX,FAUX,Leisure
229,Elsinore,Spinley,Female,39,FAUX,130.56,FAUX,FAUX,Leisure
230,Harriet,Tetford,Female,72,FAUX,145.056,VRAI,VRAI,Leisure
231,Ed,MacTrustrie,Male,39,FAUX,129.348,VRAI,FAUX,Leisure
232,Iormina,Whordley,Female,36,FAUX,174.08,FAUX,FAUX,Business
233,Vernon,Eldred,Male,63,FAUX,322.92,VRAI,FAUX,Business
234,Niki,Adamsky,Female,29,VRAI,91.288,FAUX,FAUX,Business
235,Petr,Gibson,Male,40,FAUX,157.64,FAUX,FAUX,Business
236,Patrizio,Chaplin,Male,32,FAUX,149.136,VRAI,VRAI,Business
237,Ronald,Siaspinski,Male,73,FAUX,146.682,VRAI,VRAI,Business
238,Nat,Heinert,Male,48,FAUX,316.568,VRAI,VRAI,Business
239,Arte,Muffitt,Male,60,FAUX,430.62,VRAI,VRAI,Business
240,Florentia,Tippler,Female,37,FAUX,108.8,VRAI,VRAI,Leisure
241,Milo,Whitnell,Male,67,FAUX,133.77,VRAI,VRAI,Leisure
242,Chad,Simcock,Male,59,FAUX,277.875,VRAI,VRAI,Leisure
243,Giselle,Morde,Female,53,FAUX,215.105,VRAI,VRAI,Business
244,Archy,Speke,Male,45,FAUX,358.56,VRAI,VRAI,Business
245,Samaria,Haylock,Female,29,FAUX,187.191,FAUX,FAUX,Leisure
246,Sisely,Nacey,Female,75,FAUX,145.584,VRAI,VRAI,Leisure
247,Kimberlee,Buxcy,Female,26,FAUX,120.075,FAUX,FAUX,Leisure
248,Tommy,Gadney,Female,58,FAUX,174.885,VRAI,FAUX,Business
249,Warden,Cella,Male,25,FAUX,275.17,VRAI,FAUX,Business
250,Emery,Fisby,Male,77,FAUX,179.837,FAUX,FAUX,Leisure
251,Kathlin,Creamer,Female,58,FAUX,274.689,VRAI,FAUX,Business
252,Abbe,Rontsch,Female,73,FAUX,219.555,VRAI,VRAI,Business
253,Paxton,Readitt,Male,51,FAUX,333.64,VRAI,FAUX,Leisure
254,Lissie,Harle,Female,92,VRAI,167.562,VRAI,VRAI,Leisure
255,Gypsy,Drinkall,Female,54,FAUX,240.498,VRAI,VRAI,Business
256,Guillermo,Grishankov,Male,24,FAUX,169.776,FAUX,FAUX,Leisure
257,Ernestus,Salmons,Male,31,FAUX,135.9,FAUX,FAUX,Leisure
258,Priscilla,Knevet,Female,18,FAUX,212.87,FAUX,FAUX,Leisure
259,Dredi,Zuenelli,Female,43,FAUX,210.623,VRAI,FAUX,Leisure
260,Randolf,Millery,Male,22,FAUX,220.059,FAUX,FAUX,Business
261,Dodi,Cuthbert,Female,96,VRAI,215.51,VRAI,FAUX,Leisure
262,Timoteo,Denekamp,Male,25,FAUX,165.708,VRAI,VRAI,Leisure
263,Marissa,Beazey,Female,21,FAUX,210.087,FAUX,FAUX,Leisure
264,Hadleigh,Braznell,Male,25,FAUX,148.698,FAUX,FAUX,Leisure
265,Jim,MacManus,Male,77,FAUX,130.548,VRAI,VRAI,Leisure
266,Annaliese,Fone,Female,38,FAUX,152.32,VRAI,FAUX,Leisure
267,Ania,Stoffer,Female,35,FAUX,87.04,VRAI,FAUX,Leisure
268,Meredeth,Arrandale,Male,27,FAUX,219.784,VRAI,VRAI,Business
269,Delila,Forsyde,Female,37,FAUX,195.84,FAUX,FAUX,Business
270,Angeli,Faulo,Male,57,FAUX,184.53,VRAI,FAUX,Leisure
271,Scarlett,Willatt,Female,48,VRAI,173.552,VRAI,VRAI,Leisure
272,Jedediah,Holdin,Male,74,FAUX,102.54,VRAI,FAUX,Leisure
273,Gallagher,De la Harpe,Male,86,FAUX,146.538,VRAI,VRAI,Business
274,Dag,Sopper,Male,51,FAUX,488.96,FAUX,FAUX,Business
275,Quintana,O' Cloney,Female,23,FAUX,254.29,VRAI,VRAI,Business
276,Sheffield,Yakebovich,Male,54,FAUX,151.33,VRAI,VRAI,Leisure
277,Orren,Stanley,Male,58,FAUX,363.114,VRAI,VRAI,Leisure
278,Georgeta,Towns,Female,48,FAUX,267.786,VRAI,FAUX,Business
279,Karlan,Jaycock,Male,33,FAUX,158.55,FAUX,FAUX,Leisure
280,Khalil,Moorcraft,Male,22,FAUX,233.98,FAUX,FAUX,Leisure
281,Colleen,Gimert,Female,75,FAUX,201.042,VRAI,VRAI,Leisure
282,Carlie,Giovanazzi,Female,19,VRAI,211.46,VRAI,VRAI,Business
283,Guillema,Melledy,Female,20,VRAI,116.49,FAUX,VRAI,Leisure
284,Nora,Stratford,Female,99,VRAI,147.102,VRAI,VRAI,Leisure
285,Liam,Seelbach,Male,58,FAUX,430.66,VRAI,VRAI,Leisure
286,Theresita,Dowding,Female,33,FAUX,195.84,VRAI,VRAI,Leisure
287,Raffaello,Gallo,Male,36,VRAI,264.848,VRAI,VRAI,Business
288,Allianora,Hindsberg,Female,99,VRAI,164.288,VRAI,VRAI,Leisure
289,Jody,Defau,Male,45,FAUX,246.405,VRAI,VRAI,Leisure
290,Baird,Roux,Male,42,FAUX,284.68,FAUX,VRAI,Business
291,Noel,Drew-Clifton,Male,79,FAUX,124.79,VRAI,VRAI,Leisure
292,Isabelle,Whartonby,Female,40,FAUX,182.64,VRAI,VRAI,Business
293,Gaelan,Worthy,Male,58,FAUX,169.956,VRAI,VRAI,Business
294,Kev,Cremin,Male,59,FAUX,179.24,VRAI,FAUX,Business
295,Marijn,Missen,Male,37,FAUX,302.95,VRAI,FAUX,Business
296,Selestina,Negro,Female,36,FAUX,108.8,VRAI,VRAI,Business
297,Dory,Lavens,Male,54,FAUX,342.7,VRAI,VRAI,Leisure
298,Maegan,Worster,Female,24,FAUX,173.511,FAUX,FAUX,Business
299,Renelle,Firidolfi,Female,96,VRAI,168.344,VRAI,FAUX,Leisure
300,Esra,Derobert,Male,96,FAUX,236.412,VRAI,FAUX,Leisure
301,Enrique,Dovermann,Male,38,FAUX,268.04,VRAI,VRAI,Leisure
302,Rurik,Greenough,Male,25,FAUX,86.812,VRAI,VRAI,Leisure
303,Gisele,Hellikes,Female,26,FAUX,149.226,FAUX,FAUX,Business
304,Gunilla,Stoner,Female,35,VRAI,108.8,FAUX,FAUX,Business
305,Leodora,Tynewell,Female,61,FAUX,393.25,VRAI,FAUX,Leisure
306,Lemmy,Corsan,Male,42,FAUX,223.302,VRAI,VRAI,Leisure
307,Meredith,Gagie,Female,67,FAUX,236.565,VRAI,FAUX,Business
308,Tricia,Deller,Female,22,VRAI,178.848,FAUX,FAUX,Leisure
309,Yulma,Garmston,Male,69,FAUX,203.319,VRAI,VRAI,Business
310,Darsie,Puffett,Female,49,FAUX,203.412,VRAI,VRAI,Leisure
311,Shannon,Garey,Female,45,FAUX,248.77,VRAI,VRAI,Leisure
312,Joelie,Rajchert,Female,40,FAUX,385.456,VRAI,VRAI,Business
313,Eliot,Leadbetter,Male,18,FAUX,153.968,FAUX,FAUX,Business
314,Kylie,Milbourne,Female,54,FAUX,205.764,VRAI,VRAI,Business
315,Trescha,Shelton,Female,44,FAUX,156.888,VRAI,VRAI,Leisure
316,Michel,Brighouse,Male,88,FAUX,167.272,FAUX,FAUX,Leisure
317,June,Capstake,Female,37,FAUX,87.04,FAUX,FAUX,Business
318,Brandise,Gierek,Female,52,FAUX,379.552,VRAI,VRAI,Business
319,Andriana,Bickerton,Female,46,FAUX,348.56,VRAI,VRAI,Leisure
320,Earl,Fleckness,Male,78,FAUX,126.018,VRAI,VRAI,Business
321,Archer,Espinola,Male,94,VRAI,128.04,VRAI,FAUX,Leisure
322,Deanna,Edon,Female,42,FAUX,143.924,VRAI,FAUX,Leisure
323,Dillie,MacGaffey,Male,52,FAUX,287.91,FAUX,FAUX,Leisure
324,Biddy,Burr,Female,27,VRAI,143.752,FAUX,FAUX,Leisure
325,Lenora,Lints,Female,50,VRAI,270.921,VRAI,FAUX,Business
326,Kerry,Sproston,Male,49,FAUX,156.548,VRAI,VRAI,Leisure
327,Auberon,Bungey,Male,79,FAUX,206.864,VRAI,VRAI,Business
328,Maribel,Jacklin,Female,23,FAUX,103.34,FAUX,FAUX,Leisure
329,Morganne,Mattack,Female,58,FAUX,459.97,VRAI,VRAI,Business
330,Lamar,Enrietto,Male,77,FAUX,90.148,VRAI,FAUX,Business
331,Daron,Huniwall,Male,36,VRAI,217.896,FAUX,FAUX,Leisure
332,Rolland,Valiant,Male,99,VRAI,248.94,VRAI,VRAI,Business
333,Sibbie,Pomphrett,Female,52,FAUX,152.492,VRAI,FAUX,Leisure
334,Elwood,Speakman,Male,50,FAUX,254.58,VRAI,VRAI,Leisure
335,Jerrie,Ricket,Male,71,FAUX,110.43,FAUX,FAUX,Leisure
336,Maryann,Padilla,Female,100,VRAI,99.16,VRAI,VRAI,Leisure
337,Alix,Bergstrand,Female,98,VRAI,170.611,VRAI,VRAI,Leisure
338,Miner,De Winton,Male,45,FAUX,205.135,VRAI,VRAI,Business
339,Collen,Cavilla,Female,84,FAUX,161.098,VRAI,VRAI,Business
340,Baldwin,Morrid,Male,86,VRAI,101.245,FAUX,FAUX,Business
341,Marlowe,Verity,Male,23,FAUX,109.775,FAUX,FAUX,Business
342,Elberta,Mabbot,Female,66,FAUX,262.224,VRAI,VRAI,Leisure
343,Andee,Jackman,Female,40,FAUX,164.688,VRAI,VRAI,Leisure
344,Fred,Carneck,Male,36,FAUX,136.472,VRAI,VRAI,Leisure
